"IATA","Airport Name","City Name","Country Name","Population"
"KBM","Kabwum","Kabwum","Papua New Guinea","Missing[""NotAvailable""]"
"KBT","Kaben","Kaben","Marshall Islands",273
"KBT","Kaben Island","Kaben Island","Marshall Islands","Missing[""NotAvailable""]"
"KBZ","Kaikoura","Kaikoura","New Zealand",2180
"KDQ","Kamberatoro","Kamberatoro","Papua New Guinea","Missing[""NotAvailable""]"
"KDR","Kandrian","Kandrian","Papua New Guinea",1014
"KDV","Kandavu","Kandavu","Fiji","Missing[""NotAvailable""]"
"KDV","Kadava","Kadava","Fiji","Missing[""NotAvailable""]"
"KDV","Kadavu","Kadavu","Fiji","Missing[""NotAvailable""]"
"KDV","Kadavu Island","Kadavu Island","Fiji","Missing[""NotAvailable""]"
"KEG","Keglsugl","Keglsugl","Papua New Guinea","Missing[""NotAvailable""]"
"KEX","Kanabea","Kanabea","Papua New Guinea","Missing[""NotAvailable""]"
"KFE","Cloudbreak","Cloudbreak","Australia","Missing[""NotAvailable""]"
"KFG","Kalkurung","Kalkurung","Australia","Missing[""NotAvailable""]"
"KGB","Konge","Konge","Papua New Guinea","Missing[""NotAvailable""]"
"KGC","Kingscote","Kingscote","Australia","Missing[""NotAvailable""]"
"KGE","Kagau","Kagau","Solomon Islands","Missing[""NotAvailable""]"
"KGE","Kagau Island","Kagau Island","Solomon Islands","Missing[""NotAvailable""]"
"KGI","Kalgoorlie-Boulder","Kalgoorlie-Boulder","Australia",31509
"KGW","Kagi","Kagi","Papua New Guinea",273793
"KGY","Kingaroy","Kingaroy","Australia",9586
"KHZ","Kauehi","Kauehi","French Polynesia",657
"KIE","Kieta","Kieta","Papua New Guinea",3611
"KIO","Kili Island","Kili Island","Marshall Islands","Missing[""NotAvailable""]"
"KIQ","Kira","Kira","Papua New Guinea",22039
"KKD","Kokoda","Kokoda","Papua New Guinea",6199
"KKE","Kerikeri","Kerikeri","New Zealand",5859
"KKR","Kaukura Atoll","Kaukura Atoll","French Polynesia","Missing[""NotAvailable""]"
"KKR","Kaukura","Kaukura","French Polynesia",542
"KMA","Kerema","Kerema","Papua New Guinea",5646
"KMF","Kamina","Kamina","Papua New Guinea",115626
"KMR","Karimui","Karimui","Papua New Guinea","Missing[""NotAvailable""]"
"KNE","Kanainj","Kanainj","Papua New Guinea","Missing[""NotAvailable""]"
"KNQ","Kone","Kone","New Caledonia",4500
"KNS","King Island","King Island","Australia","Missing[""NotAvailable""]"
"KNX","Kununurra","Kununurra","Australia",5679
"KOC","Koumac","Koumac","New Caledonia",3003
"KOM","Komo-Manda","Komo-Manda","Papua New Guinea","Missing[""NotAvailable""]"
"KOR","Kokoro","Kokoro","Papua New Guinea","Missing[""NotAvailable""]"
"KPS","Kempsey","Kempsey","Australia",9522
"KRB","Karumba","Karumba","Australia","Missing[""NotAvailable""]"
"KRI","Kikori","Kikori","Papua New Guinea","Missing[""NotAvailable""]"
"KRJ","Karawari","Karawari","Papua New Guinea","Missing[""NotAvailable""]"
"KRU","Kerau","Kerau","Papua New Guinea","Missing[""NotAvailable""]"
"KRX","Kar Kar","Kar Kar","Papua New Guinea","Missing[""NotAvailable""]"
"KSA","Kosrae","Kosrae","Micronesia Federated States of",4647
"KSX","Yasuru","Yasuru","Papua New Guinea","Missing[""NotAvailable""]"
"KTA","Karratha","Karratha","Australia",11728
"KTR","Katherine","Katherine","Australia",10141
"KUC","Kuria","Kuria","Kiribati","Missing[""NotAvailable""]"
"KUE","Kukundu","Kukundu","Solomon Islands","Missing[""NotAvailable""]"
"KUG","Kubin Island","Kubin Island","Australia","Missing[""NotAvailable""]"
"KUG","Kubin","Kubin","Australia","Missing[""NotAvailable""]"
"KUQ","Kuri","Kuri","Papua New Guinea","Missing[""NotAvailable""]"
"KUY","Kamusi","Kamusi","Papua New Guinea","Missing[""NotAvailable""]"
"KVE","Kitava","Kitava","Papua New Guinea","Missing[""NotAvailable""]"
"KVG","Kavieng","Kavieng","Papua New Guinea",14490
"KWA","Kwajalein","Kwajalein","Marshall Islands","Missing[""NotAvailable""]"
"KWA","Kwajalein Island","Kwajalein Island","Marshall Islands","Missing[""NotAvailable""]"
"KWM","Kowanyama","Kowanyama","Australia","Missing[""NotAvailable""]"
"KWO","Kawito","Kawito","Papua New Guinea","Missing[""NotAvailable""]"
"KWS","Kwailabesi","Kwailabesi","Solomon Islands","Missing[""NotAvailable""]"
"KWS","Kwailibesi","Kwailibesi","Solomon Islands","Missing[""NotAvailable""]"
"KXF","Koro Island","Koro Island","Fiji","Missing[""NotAvailable""]"
"KXR","Karoola","Karoola","Papua New Guinea","Missing[""NotAvailable""]"
"KXU","Katiu","Katiu","French Polynesia",462
"KYX","Yalumet","Yalumet","Papua New Guinea","Missing[""NotAvailable""]"
"KZF","Kaintiba","Kaintiba","Papua New Guinea","Missing[""NotAvailable""]"
"LAB","Lablab","Lablab","Papua New Guinea","Missing[""NotAvailable""]"
"LAE","Lae","Lae","Papua New Guinea",76255
"LBS","Labasa","Labasa","Fiji",27949
"LDC","Lindeman Island","Lindeman Island","Australia","Missing[""NotAvailable""]"
"LDH","Lord Howe Island","Lord Howe Island","Australia",347
"LEA","Learmonth","Learmonth","Australia","Missing[""NotAvailable""]"
"LEL","Lake Evella","Lake Evella","Australia","Missing[""NotAvailable""]"
"LER","Leinster","Leinster","Australia","Missing[""NotAvailable""]"
"LEV","Bureta","Bureta","Fiji",288
"LEV","Levuka","Levuka","Fiji",4670
"LFP","Lakefield","Lakefield","Australia","Missing[""NotAvailable""]"
"LGE","Lake Gregory","Lake Gregory","Australia","Missing[""NotAvailable""]"
"LGH","Leigh Creek","Leigh Creek","Australia","Missing[""NotAvailable""]"
"LGN","Linga Linga","Linga Linga","Papua New Guinea","Missing[""NotAvailable""]"
"LHG","Lightning Ridge","Lightning Ridge","Australia","Missing[""NotAvailable""]"
"LIF","Lifou","Lifou","New Caledonia",10320
"LIK","Likiep Island","Likiep Island","Marshall Islands","Missing[""NotAvailable""]"
"LKB","Lakeba","Lakeba","Fiji","Missing[""NotAvailable""]"
"LKB","Lakeba Island","Lakeba Island","Fiji","Missing[""NotAvailable""]"
"LLG","Chillagoe","Chillagoe","Australia","Missing[""NotAvailable""]"
"LLM","Lomlom","Lomlom","Solomon Islands","Missing[""NotAvailable""]"
"LMI","Lumi","Lumi","Papua New Guinea","Missing[""NotAvailable""]"
"LML","Lae Island","Lae Island","Marshall Islands","Missing[""NotAvailable""]"
"LMY","Lake Murray","Lake Murray","Papua New Guinea","Missing[""NotAvailable""]"
"LNB","Lamen Bay","Lamen Bay","Vanuatu","Missing[""NotAvailable""]"
"LNC","Lengbati","Lengbati","Papua New Guinea","Missing[""NotAvailable""]"
"LNE","Lonorore","Lonorore","Vanuatu","Missing[""NotAvailable""]"
"LNG","Lese","Lese","Papua New Guinea","Missing[""NotAvailable""]"
"LNO","Leonora","Leonora","Australia","Missing[""NotAvailable""]"
"LNV","Londolovit","Londolovit","Papua New Guinea","Missing[""NotAvailable""]"
"LNV","Lihir Island","Lihir Island","Papua New Guinea","Missing[""NotAvailable""]"
"LOD","Longana","Longana","Vanuatu",748
"LOF","Loen","Loen","Marshall Islands",183
"LPM","Lamap","Lamap","Vanuatu","Missing[""NotAvailable""]"
"LRE","Longreach","Longreach","Australia",5919
"LSA","Losuia","Losuia","Papua New Guinea","Missing[""NotAvailable""]"
"LST","Launceston","Launceston","Australia",104649
"LSY","Lismore","Lismore","Australia",31926
"LUC","Laucala Island","Laucala Island","Fiji","Missing[""NotAvailable""]"
"LVO","Laverton","Laverton","Australia","Missing[""NotAvailable""]"
"LWH","Lawn Hill","Lawn Hill","Australia","Missing[""NotAvailable""]"
"LZR","Lizard Island","Lizard Island","Australia","Missing[""NotAvailable""]"
"MAG","Madang","Madang","Papua New Guinea",27419
"MAJ","Majuro","Majuro","Marshall Islands",21019
"MAS","Manus Island","Manus Island","Papua New Guinea","Missing[""NotAvailable""]"
"MAU","Maupiti Island","Maupiti Island","French Polynesia","Missing[""NotAvailable""]"
"MAV","Maloelap Island","Maloelap Island","Marshall Islands","Missing[""NotAvailable""]"
"MAV","Maloelap Atoll","Maloelap Atoll","Marshall Islands","Missing[""NotAvailable""]"
"MBH","Maryborough","Maryborough","Australia",21501
"MBU","Mbambanakira","Mbambanakira","Solomon Islands","Missing[""NotAvailable""]"
"MBW","Moorabbin","Moorabbin","Australia","Missing[""NotAvailable""]"
"MCV","Mcarthur River","Mcarthur River","Australia","Missing[""NotAvailable""]"
"MCV","Mcarthur River Mine","Mcarthur River Mine","Australia","Missing[""NotAvailable""]"
"MCY","Sunshine Coast","Sunshine Coast","Australia",311411
"MCY","Maroochydore","Sunshine Coast","Australia",311411
"MDU","Mendi","Mendi","Papua New Guinea",26252
"MEB","Melbourne Essendon Apt","Melbourne (AU)","Australia",4169103
"MEE","Mare","Mare","New Caledonia",7401
"MEL","Melbourne International Apt","Melbourne (AU)","Australia",4169103
"MEL","Melbourne Airport","Melbourne (AU)","Australia",4169103
"MFJ","Moala","Moala","Fiji","Missing[""NotAvailable""]"
"MFN","Milford Sound","Milford Sound","New Zealand","Missing[""NotAvailable""]"
"MFO","Manguna","Manguna","Papua New Guinea","Missing[""NotAvailable""]"
"MFZ","Meselia","Meselia","Papua New Guinea","Missing[""NotAvailable""]"
"MGB","Mount Gambier","Mount Gambier","Australia",23494
"MGP","Manga","Manga","Papua New Guinea","Missing[""NotAvailable""]"
"MGS","Mangaia Island","Mangaia Island","Cook Islands","Missing[""NotAvailable""]"
"MGT","Milingimbi Island","Milingimbi Island","Australia","Missing[""NotAvailable""]"
"MGV","Margaret River","Margaret River","Australia",5314
"MHC","Macmahon Camp Four","Macmahon Camp Four","Australia","Missing[""NotAvailable""]"
"MHM","Malaita","Malaita","Solomon Islands","Missing[""NotAvailable""]"
"MHU","Mount Hotham","Mount Hotham","Australia","Missing[""NotAvailable""]"
"MHX","Manihiki Island","Manihiki Island","Cook Islands","Missing[""NotAvailable""]"
"MHX","Manihiki Atoll","Manihiki Island","Cook Islands","Missing[""NotAvailable""]"
"MIJ","Mili Island","Mili Island","Marshall Islands","Missing[""NotAvailable""]"
"MIM","Merimbula","Merimbula","Australia",6367
"MIS","Misima Island","Misima Island","Papua New Guinea","Missing[""NotAvailable""]"
"MJB","Mejit Island","Mejit Island","Marshall Islands","Missing[""NotAvailable""]"
"MJE","Majkin","Majkin","Marshall Islands",390
"MJJ","Moki","Moki","Papua New Guinea","Missing[""NotAvailable""]"
"MJK","Monkey Mia","Monkey Mia","Australia","Missing[""NotAvailable""]"
"MKN","Malekolon","Malekolon","Papua New Guinea","Missing[""NotAvailable""]"
"MKP","Makemo","Makemo","French Polynesia",835
"MKR","Meekatharra","Meekatharra","Australia","Missing[""NotAvailable""]"
"MKY","Mackay","Mackay","Australia",81148
"MLQ","Malalaua","Malalaua","Papua New Guinea","Missing[""NotAvailable""]"
"MMG","Mount Magnet","Mount Magnet","Australia","Missing[""NotAvailable""]"
"MMM","Middlemount","Middlemount","Australia","Missing[""NotAvailable""]"
"MMV","Mal","Mal","Papua New Guinea",24276
"MNF","Mana Island","Mana Island","Fiji","Missing[""NotAvailable""]"
"MNG","Maningrida","Maningrida","Australia",1391
"MNK","Maiana","Maiana","Kiribati","Missing[""NotAvailable""]"
"MNY","Mono","Mono","Solomon Islands","Missing[""NotAvailable""]"
"MNY","Mono Island","Mono Island","Solomon Islands","Missing[""NotAvailable""]"
"MOI","Mitiaro Island","Mitiaro Island","Cook Islands","Missing[""NotAvailable""]"
"MON","Mount Cook Apt","Mount Cook","New Zealand",255
"MOO","Moomba","Moomba","Australia","Missing[""NotAvailable""]"
"MOV","Moranbah","Moranbah","Australia",7955
"MOZ","Moorea","Moorea","French Polynesia","Missing[""NotAvailable""]"
"MPU","Mapua","Mapua","Papua New Guinea",1819
"MQL","Mildura","Mildura","Australia",49280
"MQZ","Margaret River","Margaret River","Australia",5314
"MRM","Manare","Manare","Papua New Guinea","Missing[""NotAvailable""]"
"MRO","Masterton","Masterton","New Zealand",19900
"MRT","Moroak","Moroak","Australia","Missing[""NotAvailable""]"
"MRZ","Moree","Moree","Australia",8203
"MTK","Makin Island","Makin Island","Kiribati","Missing[""NotAvailable""]"
"MTK","Makin","Makin","Kiribati",1258
"MTL","Maitland","Maitland","Australia",61431
"MTV","Mota Lava","Mota Lava","Vanuatu","Missing[""NotAvailable""]"
"MUA","Munda","Munda","Solomon Islands","Missing[""NotAvailable""]"
"MUK","Mauke Island","Mauke Island","Cook Islands","Missing[""NotAvailable""]"
"MVT","Mataiva","Mataiva","French Polynesia",242
"MWF","Maewo","Maewo","Vanuatu","Missing[""NotAvailable""]"
"MWI","Maramuni","Maramuni","Papua New Guinea","Missing[""NotAvailable""]"
"MWU","Mussau","Mussau","Papua New Guinea","Missing[""NotAvailable""]"
"MXH","Moro","Moro","Papua New Guinea","Missing[""NotAvailable""]"
"MXK","Mindik","Mindik","Papua New Guinea","Missing[""NotAvailable""]"
"MXS","Maota Savail Is","Maota Savail Is","Samoa","Missing[""NotAvailable""]"
"MYA","Moruya","Moruya","Australia","Missing[""NotAvailable""]"
"MYI","Murray Island","Murray Island","Australia","Missing[""NotAvailable""]"
"MYX","Menyamya","Menyamya","Papua New Guinea","Missing[""NotAvailable""]"
"MZK","Marakei","Marakei","Kiribati","Missing[""NotAvailable""]"
"MZP","Motueka","Motueka","New Zealand",7128
"NAA","Narrabri","Narrabri","Australia",7082
"NAC","Naracoorte","Naracoorte","Australia","Missing[""NotAvailable""]"
"NAN","Nadi","Nadi","Fiji",42284
"NAU","Napuka Island","Napuka Island","French Polynesia","Missing[""NotAvailable""]"
"NAU","Napuka","Napuka","French Polynesia",271
"NAZ","Star Harbour","Star Harbour","Solomon Islands","Missing[""NotAvailable""]"
"NDI","Namudi","Namudi","Papua New Guinea","Missing[""NotAvailable""]"
"NDK","Namdrik Island","Namdrik Island","Marshall Islands","Missing[""NotAvailable""]"
"NFO","Niuafo'ou","Niuafo'ou","Tonga","Missing[""NotAvailable""]"
"NGA","Young","Young","Australia",7501
"NGI","Ngau Island","Ngau Island","Fiji","Missing[""NotAvailable""]"
"NHV","Nuku Hiva","Nuku Hiva","French Polynesia","Missing[""NotAvailable""]"
"NIF","Nifty","Nifty","Australia","Missing[""NotAvailable""]"
"NIG","Nikunau","Nikunau","Kiribati","Missing[""NotAvailable""]"
"NIU","Niau","Niau","French Polynesia",171
"NKN","Nankina","Nankina","Papua New Guinea","Missing[""NotAvailable""]"
"NKP","Nukutepipi","Nukutepipi","French Polynesia","Missing[""NotAvailable""]"
"NLF","Darnley Island","Darnley Island","Australia","Missing[""NotAvailable""]"
"NLK","Norfolk Island","Norfolk Island","Norfolk Island","Missing[""NotAvailable""]"
"NLS","Nicholson","Nicholson","Australia","Missing[""NotAvailable""]"
"NNB","Santa Ana Island","Santa Ana Island","Solomon Islands","Missing[""NotAvailable""]"
"NOM","Nomad River","Nomad River","Papua New Guinea","Missing[""NotAvailable""]"
"NON","Nonouti","Nonouti","Kiribati","Missing[""NotAvailable""]"
"NOU","Noumea Tontouta Apt","Noumea","New Caledonia",91386
"NOU","La Tontouta","Noumea","New Caledonia",91386
"NPE","Napier","Napier","New Zealand",56286
"NPE","Napier-Hastings","Napier-Hastings","New Zealand","Missing[""NotAvailable""]"
"NPL","New Plymouth","New Plymouth","New Zealand",49281
"NRA","Narrandera","Narrandera","Australia","Missing[""NotAvailable""]"
"NSN","Nelson","Nelson","New Zealand",56367
"NSO","Scone","Scone","Australia","Missing[""NotAvailable""]"
"NTL","Newcastle Williamtown Apt","Newcastle (AU)","Australia",531191
"NTN","Normanton","Normanton","Australia",1100
"NTT","Niuatoputapu","Niuatoputapu","Tonga","Missing[""NotAvailable""]"
"NUB","Numbulwar","Numbulwar","Australia","Missing[""NotAvailable""]"
"NUK","Nukutavake","Nukutavake","French Polynesia",170
"NUS","Norsup","Norsup","Vanuatu",3120
"NWT","Nowata","Nowata","Papua New Guinea",3726
"NYN","Nyngan","Nyngan","Australia","Missing[""NotAvailable""]"
"OAG","Orange","Orange","Australia",39480
"OAM","Oamaru","Oamaru","New Zealand",12681
"OBX","Obo","Obo","Papua New Guinea",12887
"OCM","Boolgeeda","Boolgeeda","Australia","Missing[""NotAvailable""]"
"OFU","Ofu","Ofu","American Samoa",254
"OFU","Ofu Island","Ofu Island","American Samoa","Missing[""NotAvailable""]"
"OHA","Ohakea","Ohakea","New Zealand","Missing[""NotAvailable""]"
"OKR","Yorke Island","Yorke Island","Australia","Missing[""NotAvailable""]"
"OKY","Oakey","Oakey","Australia","Missing[""NotAvailable""]"
"OLJ","Olpoi","Olpoi","Vanuatu","Missing[""NotAvailable""]"
"OLP","Olympic Dam","Olympic Dam","Australia","Missing[""NotAvailable""]"
"ONB","Ononge","Ononge","Papua New Guinea","Missing[""NotAvailable""]"
"ONG","Mornington Island","Mornington Island","Australia","Missing[""NotAvailable""]"
"ONS","Onslow","Onslow","Australia",196
"OOL","Gold Coast","Gold Coast","Australia",558888
"OOL","Coolangatta","Gold Coast","Australia",558888
"OOM","Cooma","Cooma","Australia",6520
"OOT","Onotoa","Onotoa","Kiribati","Missing[""NotAvailable""]"
"OPB","Open Bay","Open Bay","Papua New Guinea","Missing[""NotAvailable""]"
"OPU","Balimo","Balimo","Papua New Guinea",3601
"OSE","Omora","Omora","Papua New Guinea","Missing[""NotAvailable""]"
"OSO","Osborne Mine","Osborne Mine","Australia","Missing[""NotAvailable""]"
"OTV","Ontong Java","Ontong Java","Solomon Islands","Missing[""NotAvailable""]"
"PBJ","Paama","Paama","Vanuatu","Missing[""NotAvailable""]"
"PBO","Paraburdoo","Paraburdoo","Australia","Missing[""NotAvailable""]"
"PCN","Picton","Picton","New Zealand",4256
"PDI","Pindiu","Pindiu","Papua New Guinea","Missing[""NotAvailable""]"
"PER","Perth","Perth","Australia",1832114
"PHE","Port Hedland","Port Hedland","Australia",11557
"PHQ","Phosphate Hill","Phosphate Hill","Australia","Missing[""NotAvailable""]"
"PHR","Pacific Harbour","Pacific Harbour","Fiji","Missing[""NotAvailable""]"
"PKE","Parkes","Parkes","Australia",11137
"PKP","Puka Puka","Puka Puka","French Polynesia",209
"PLO","Port Lincoln","Port Lincoln","Australia",13044
"PMK","Palm Island","Palm Island","Australia","Missing[""NotAvailable""]"
"PMN","Pumani","Pumani","Papua New Guinea","Missing[""NotAvailable""]"
"PMP","Pimaga","Pimaga","Papua New Guinea","Missing[""NotAvailable""]"
"PMR","Palmerston North","Palmerston North","New Zealand",76029
"PNI","Pohnpei","Pohnpei","Micronesia Federated States of","Missing[""NotAvailable""]"
"PNP","Popondetta","Popondetta","Papua New Guinea",28198
"POM","Port Moresby","Port Moresby","Papua New Guinea",283733
"PPG","Pago Pago","Pago Pago","American Samoa",4196
"PPP","Proserpine","Proserpine","Australia",3316
"PPQ","Paraparaumu","Paraparaumu","New Zealand","Missing[""NotAvailable""]"
"PPT","Papeete","Papeete","French Polynesia",26017
"PPT","Tahiti","Tahiti","French Polynesia","Missing[""NotAvailable""]"
"PQQ","Port Macquarie","Port Macquarie","Australia",42900
"PRS","Parasi","Parasi","Solomon Islands",22906
"PTF","Malololailai","Malololailai","Fiji","Missing[""NotAvailable""]"
"PTF","Malolo Lailai Island","Malolo Lailai Island","Fiji","Missing[""NotAvailable""]"
"PTJ","Portland (AU)","Portland (AU)","Australia",8841
"PUA","Puas","Puas","Papua New Guinea","Missing[""NotAvailable""]"
"PUG","Port Augusta","Port Augusta","Australia",13257
"PUK","Pukarua","Pukarua","French Polynesia",207
"PUV","Poum","Poum","New Caledonia",1390
"PXH","Prominent Hill","Prominent Hill","Australia","Missing[""NotAvailable""]"
"PYE","Penrhyn Island","Penrhyn Island","Cook Islands","Missing[""NotAvailable""]"
"PYE","Penrhyn Atoll","Penrhyn Island","Cook Islands","Missing[""NotAvailable""]"
"PZK","Pukapuka Island","Pukapuka Island","Cook Islands","Missing[""NotAvailable""]"
"QLE","Leeton Off-Line Pt","Leeton Off-Line Pt","Australia","Missing[""NotAvailable""]"
"RAB","Rabaul","Rabaul","Papua New Guinea",8074
"RAM","Ramingining","Ramingining","Australia","Missing[""NotAvailable""]"
"RAR","Rarotonga Island","Rarotonga Island","Cook Islands","Missing[""NotAvailable""]"
